x,pressure
56950.0,705466.4921731324
57000.0,702009.9752875188
57050.0,698404.6896568962
57100.0,694799.3941883728
57150.0,691194.1085577501
57200.0,687492.2279612666
57250.0,683886.9423306446
57300.0,680281.6468621206
57350.0,676676.3612314985
57400.0,673071.0756008759
57450.0,669465.7899702538
57500.0,665763.8995358684
57550.0,662158.6139052464
57600.0,658406.1237559381
57650.0,654258.3368903751
57700.0,650013.9452210494
57750.0,645866.1583554869
57800.0,641718.3616520226
57850.0,637570.5747864596
57900.0,633422.7780829952
57950.0,629274.9912174328
58000.0,625030.6093860083
58050.0,620882.812682544
58100.0,616735.025816981
58150.0,612587.2291135172
58200.0,608439.4422479542
58250.0,601245.9920647026
58300.0,593179.4247439675
58350.0,585112.8672611337
58400.0,577046.2999403981
58450.0,568979.732619663
58500.0,560913.1652989279
58550.0,552750.0030123314
58600.0,544683.4455294977
58650.0,536616.8782087626
58700.0,528550.3108880275
58750.0,520483.7435672919
58800.0,512417.18608445814
58850.0,506192.67081034085
58900.0,506409.2666364982
58950.0,506625.852680557
59000.0,506842.4387246158
59050.0,507059.03455077315
59100.0,507275.62059483194
59150.0,507395.6214551279
59200.0,507612.2074991867
59250.0,507828.79354324547
59300.0,508045.38936940284
59350.0,508261.9754134616
59400.0,508381.966491659
59450.0,508598.56231781637
59500.0,510619.5053586731
59550.0,513359.79458409327
59600.0,516100.07402741484
59650.0,518840.363252835
59700.0,521484.04773029516
59750.0,524224.3369557153
59800.0,526964.616399037
59850.0,529704.905624457
59900.0,532445.1850677787
59950.0,535185.4742931988
60000.0,537829.1587706589
60050.0,540569.447996079
60100.0,544623.1209075911
60150.0,554058.32732362
60200.0,563493.5337396495
60250.0,572928.749937777
60300.0,582267.361387945
60350.0,591702.5678039739
60400.0,601137.7742200034
60450.0,610572.9904181309
60500.0,620008.1968341604
60550.0,629346.8082843279
60600.0,638782.0147003573
60650.0,648217.2308984848
60700.0,657652.4373145143
60750.0,655217.094594482
60800.0,647098.3470447082
60850.0,638883.0045290724
60900.0,630764.2471413967
60950.0,622645.4995916225
61000.0,614526.7520418487
61050.0,606407.994654173
61100.0,598289.2471043988
61150.0,590073.904588763
61200.0,581955.1570389892
61250.0,573836.3996513135
61300.0,565717.6521015393
61350.0,557841.2809286193
61400.0,551250.8021722195
61450.0,544563.7284499581
61500.0,537973.2398556569
61550.0,531382.761099257
61600.0,524792.2823428572
61650.0,518201.80358645733
61700.0,511514.72986419604
61750.0,504924.24126989476
61800.0,498333.7625134949
61850.0,491743.283757095
61900.0,485152.8050006951
61950.0,478562.3262442952
62000.0,473124.86275818205
62050.0,468487.5025672243
62100.0,463850.1325383652
62150.0,459212.7723474075
62200.0,454575.40231854835
62250.0,449938.0421275906
62300.0,445204.0771328701
62350.0,440566.71694191237
62400.0,435929.34691305325
62450.0,431291.9867220955
62500.0,426654.6166932364
62500.0,421510.13293150614
