x
276.3391666666667
552.6783333333334
829.0175000000002
1105.3566666666668
1381.6958333333334
1658.0350000000003
1934.374166666667
2210.7133333333336
2487.0525000000002
2763.391666666667
3039.7308333333335
3316.07
3516.07
4086.367142857143
4371.515714285714
4656.664285714286
5226.961428571429
5512.110000000001
5797.2585714285715
6082.407142857142
6367.555714285714
6937.852857142858
7223.001428571429
7508.15
7708.15
8007.468823529412
8306.787647058823
8606.106470588235
8905.425294117647
9204.744117647058
9504.062941176471
9803.381764705882
10102.700588235293
10402.019411764706
10701.338235294117
11000.65705882353
11299.975882352941
11599.294705882352
11898.613529411763
12197.932352941176
12497.251176470589
12796.57
13095.88882352941
13395.207647058822
13694.526470588235
13993.845294117647
14293.164117647058
14592.48294117647
14891.801764705882
15191.120588235293
15490.439411764706
15789.758235294117
16089.077058823528
16388.39588235294
16687.714705882354
16987.033529411765
17286.352352941176
17585.671176470587
17884.989999999998
18184.308823529413
18483.627647058824
18782.946470588235
19082.265294117646
19381.584117647057
19680.90294117647
19980.221764705882
20279.540588235293
20578.859411764704
20878.178235294115
21177.49705882353
21476.81588235294
21776.134705882352
22075.453529411767
22374.772352941174
22674.09117647059
22973.41
23272.72882352941
23572.047647058826
23871.366470588233
24170.685294117648
24470.004117647055
24769.32294117647
25068.641764705884
25367.96058823529
25667.279411764706
25966.598235294114
26265.91705882353
26565.235882352943
26864.55470588235
27163.873529411765
27463.192352941172
27762.511176470587
28061.83
29857.33
30140.146
30422.962000000003
30705.778000000002
30988.594
31271.41
31554.226000000002
31837.042
32119.858
32402.674
32685.49
32968.306
33251.122
33533.938
33816.754
34099.57
34592.828
34886.086
35179.344
35472.602
35765.86
36059.118
36352.376000000004
36645.634
36938.892
37232.15
37525.408
37818.666000000005
38111.924
38405.182
38698.44
40368.8
40651.8176923077
40934.835384615384
41217.85307692308
41500.87076923077
41783.88846153846
42066.906153846154
42349.92384615385
42632.94153846154
42915.95923076923
43198.97692307692
43481.99461538462
43765.012307692305
44048.03
44248.03
44298.31
44498.31
44797.15857142857
45096.00714285714
45394.85571428571
45693.70428571428
45992.55285714285
46291.40142857143
46590.25
46889.09857142857
47187.94714285714
47486.79571428571
47785.64428571428
48084.49285714285
48383.341428571424
48682.189999999995
48981.038571428566
49279.887142857144
49578.735714285714
49877.584285714285
50176.432857142856
50475.28142857143
50774.13
51099.26
51388.79045454546
51678.32090909091
51967.851363636364
52257.38181818182
52546.91227272728
52836.442727272726
53125.97318181818
53415.50363636364
53705.034090909096
53994.564545454545
54284.095
54573.62545454546
54863.15590909091
55152.68636363636
55442.21681818182
55731.747272727276
56021.277727272725
56310.80818181818
56600.33863636364
56889.869090909095
57179.399545454544
57468.93
57668.93
57956.05176470588
58243.17352941177
58530.29529411765
58817.41705882353
59104.53882352941
59391.660588235296
59678.782352941176
59965.90411764706
60253.025882352944
60540.147647058824
60827.269411764704
61114.39117647059
61401.51294117647
61688.63470588235
61975.75647058824
62262.87823529412
